Item Number,Long Description,Short Description,Product Number,PriceOB,ALL,STMARIA,SALINA,WAREHOUSE,STMWH,REPAIR,RMA,ADJ_REPAIR,ADJ_RMA,Last Received Date,Last Sold Date,Cost,Price,Margin
5005055,HyperX 8GB DDR4-2133 SODIMM,HX421S13IB/8,HX421S13IB/8,125,0,0,0,0,0,0,0,0,0,2016-09-13,2017-12-18,88.19,117.92,25.2
5005056,Canon PGI-220 Black Ink,2945B016AA,2945B016AA,20,0,0,0,0,0,0,0,0,0,2018-11-08,2019-09-07,24.65,18.87,-30.6
5005057,"Samsung 24"" LED Monitor",LT24E300HS/ZP,LT24E300HS/ZP,419.99,0,0,0,0,0,0,0,0,0,2016-07-27,2018-11-01,237.06,396.22,40.2
5005060,HP 954 Black,L0S59AL,L0S59AL,119.99,57,9,13,33,2,0,0,-1,-1,2026-03-27,2026-04-18,79.22,113.2,30
5005061,HP 954 Cyan,L0S50AL,L0S50AL,84.99,26,8,11,3,4,0,0,-1,-1,2026-04-10,2026-04-22,53.48,80.18,33.3
5005062,HP 954 Magenta,L0S53AL,L0S53AL,79.99,34,8,11,10,5,0,0,-1,-2,2026-04-10,2026-04-18,53.48,75.46,29.1
5005063,HP 954 Yellow,L0S56AL,L0S56AL,84.99,19,7,12,0,0,0,0,-1,-4,2026-01-16,2026-04-22,54.92,80.18,31.5
5005064,Surface AC Adapter 24W,X000Z8PW47,X000Z8PW47,99.99,0,0,0,0,0,0,0,0,0,2016-08-03,2017-08-08,39.4,94.33,58.2
5005065,Dell 65W AC Adapter,HA65NS5-00,HA65NS5-00,99.99,0,0,0,0,0,0,0,0,0,2016-08-03,2018-07-11,60.04,94.33,36.4
5005067,HP OfficeJet Po 6970 AIO,J7K34A#AKY,J7K34A#AKY,299.99,0,0,0,0,0,0,0,-1,0,2019-12-04,2019-12-21,175.88,283.01,37.9
5005068,Microsoft Windows 10 Home,KW9-00265,KW9-00265,249.99,0,0,0,0,0,0,0,0,0,2021-12-13,2022-06-24,216.58,235.84,8.2
5005069,Microsoft Windows 10 Pro,FQC-09131,FQC-09131,199.99,0,0,0,0,0,0,0,0,0,2022-12-14,2024-03-23,71.89,188.67,61.9
5005070,Surface AC Adapter 48W,X000SUYPCH,X000SUYPCH,129.99,0,0,0,0,0,0,0,0,0,,2017-09-09,76.13,122.63,37.9
5005071,"Samsung 24"" Curved Monitor",C24F390FHL,C24F390FHL,529.99,0,0,0,0,0,0,0,0,0,2017-08-22,2019-03-14,306.67,499.99,38.7
5005073,"Samsung 27"" Curved Monitor",C27F390FHL,C27F390FHL,739.99,0,0,0,0,0,0,0,-1,0,2017-08-22,2018-02-08,433.07,698.1,38
5005074,Argom Cooling fan Blue Light,ARG-CF-1584,ARG-CF-1584,19.99,0,0,0,0,0,0,0,-3,-2,2022-10-17,2025-07-07,11.19,18.86,40.7
5005075,Ubiquiti Outdoor PoE Adapter,INS-8023AF-O,INS-8023AF-O,30,0,0,0,0,0,0,0,-3,0,2016-09-13,2018-12-05,31.04,28.3,-9.7
5005077,Dell Inspiron 15 Ci3 1TB,i3558-5500BLK,i3558-5500BLK,899.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-02-07,521.69,849.05,38.6
5005078,Panda Internet Security,B12IS16ESD1,B12IS16ESD1,39.99,0,0,0,0,0,0,0,0,0,2016-09-16,2018-09-27,12.74,37.73,66.2
5005079,"DELL S2316H 23"" LED HDMI Monit",S2316H,S2316H,399.99,0,0,0,0,0,0,0,0,0,2017-02-10,2018-02-23,238.37,377.35,36.8
5005080,"Dell SE2716H 27"" LED Monitor",SE2716H,SE2716H,829.99,0,0,0,0,0,0,0,0,0,2016-09-13,2019-08-30,502.13,783.01,35.9
5005081,AiBOCN MHL to HDMI Adapter Cbl,X000KDKG9X,X000KDKG9X,5,0,0,0,0,0,0,0,0,0,2016-09-13,2021-03-01,15.93,4.72,-237.5
5005082,Dell Optiplex 3040 (Micro) Ci3,Dell Optiplex,,1199.99,0,0,0,0,0,0,0,0,0,2016-09-13,2017-11-16,832.96,1132.07,26.4
5005083,"DELL P2417H 24"" LED monitor",P2417H,P2417H,419.99,0,0,0,0,0,0,0,0,0,2019-03-11,2019-06-04,283.07,396.22,28.6
5005084,Dell Optiplex 3040 (SFF) Ci3,Dell Optiplex,,1299.99,0,0,0,0,0,0,0,0,0,2016-09-13,2016-12-03,1001.9,1226.41,18.3
5005085,Dell Optiplex 3040 (Micro) Ci5,Dell Optiplex,,1499.98,0,0,0,0,0,0,0,0,0,2016-09-13,2017-07-12,1026.59,1415.08,27.5
5005086,"DELL P2317H 23"" LED Monitor",P2317H,P2317H,399.99,0,0,0,0,0,0,0,-3,0,2017-12-05,2018-05-21,259.2,377.35,31.3
5005087,Forza UPS SL-761 750VA,SL-761LCD-D,SL-761LCD-D,229.99,0,0,0,0,0,0,0,-7,0,2021-09-28,2025-01-27,154.89,216.97,28.6
5005088,Samsung 4GB DDR3-12800 SODIMM,B009AEYBYI,B009AEYBYI,69.99,0,0,0,0,0,0,0,0,0,2016-09-13,2017-07-13,41.33,66.03,37.4
5005090,Kingston 8GB DDR4-2133 SO-DIMM,KVR21S15D8/8,KVR21S15D8/8,129.99,0,0,0,0,0,0,0,0,0,2016-09-13,2017-10-17,70.36,122.63,42.6
5005091,Sabrent USB Audio Stereo Adapt,AU-MMCW,AU-MMCW,24.99,0,0,0,0,0,0,0,0,0,2016-09-13,2017-01-20,14.73,23.58,37.5
5005092,Thrustmaster Flight Stick,Thrustmaster Fl,,199.99,0,0,0,0,0,0,0,0,0,2018-11-23,2019-12-30,174.53,188.67,7.5
5005093,Cable Matters USB to Gigabit,202013-Black,202013-Black,59.99,0,0,0,0,0,0,0,0,0,2017-01-20,2017-08-18,36.47,56.59,35.6
5005094,Cable Matters USB to LAN,202023-Black,202023-Black,35.99,0,0,0,0,0,0,0,0,0,2016-09-08,2017-01-26,24.78,33.95,27
5005095,"HP Encore Sleeve 17.3""",N2U78AA#ABA,N2U78AA#ABA,49.99,0,0,0,0,0,0,0,0,0,2017-11-15,2021-05-28,15.93,47.16,66.2
5005096,HP Wireless Mouse Star Wars,P3E544AA#ABC,P3E544AA#ABC,29.99,0,0,0,0,0,0,0,0,0,2016-09-22,2019-04-02,17.24,28.29,39.1
5005099,Acer Aspire E5-575-72L3 Ci7,NX-GE6AA.010,NX-GE6AA.010,1499.98,0,0,0,0,0,0,0,-2,0,2016-11-22,2018-01-24,949.93,1415.08,32.9
5005100,HP Officejet A3 7612 eAIO WiFi,G1X85A#B1H,G1X85A#B1H,499.99,0,0,0,0,0,0,0,-5,0,2016-10-18,2017-03-29,249.53,471.69,47.1
5005101,HP 954XL Cyan,L0S62AL,L0S62AL,139.99,41,8,8,14,11,0,0,0,0,2026-04-10,2026-04-22,91.74,132.07,30.5
5005102,HP 954XL Magenta,L0S65AL,L0S65AL,139.99,24,7,9,4,4,0,0,-1,0,2026-04-10,2026-04-22,91.74,132.07,30.5
5005103,HP 954XL Yellow,L0S68AL,L0S68AL,139.99,42,8,9,20,5,0,0,0,-2,2026-04-10,2026-04-22,91.74,132.07,30.5
5005104,HP 954XL Black,L0S71AL,L0S71AL,179.99,62,8,8,24,21,0,1,0,-2,2026-04-10,2026-04-22,120.94,169.8,28.8
5005106,Dell Inspiron 5000 - 17 Ci7,I57676370GRY,I57676370GRY,2699.99,0,0,0,0,0,0,0,0,0,2016-10-21,2018-09-20,1806.35,2547.16,29.1
5005109,SanDisk Cruzer Force 32GB USB,SDCZ71-032G-B35,SDCZ71-032G-B35,29.99,0,0,0,0,0,0,0,0,0,2018-09-07,2019-07-08,10.97,28.29,61.2
5005110,SanDisk MicroSDXD 64GB C10,SDSQXNE-064G-GN,SDSQXNE-064G-GN6AA,79.99,0,0,0,0,0,0,0,0,0,2016-10-14,2016-12-24,47.05,75.46,37.6
5005111,SanDisk iXpand Flash Drive 32G,SDIX30C-032G-GN,SDIX30C-032G-GN6NN,149.99,0,0,0,0,0,0,0,0,0,2016-10-14,2017-10-25,90.52,141.5,36
5005114,SanDisk Cruzer Orbit 32GB USB,SDCZ58-032G-B35,SDCZ58-032G-B35,19.99,0,0,0,0,0,0,0,-2,0,2016-10-14,2017-02-11,12.04,18.86,36.2
5005115,Sandisk Dual 16GB USB/OTG,SDDD2-016G-GAM4,SDDD2-016G-GAM46,19,0,0,0,0,0,0,0,0,0,2017-11-29,2018-03-03,11.09,17.92,38.1
5005120,"ASUS 21.5"" Full HDMonitor",VP228H,VP228H,334.99,0,0,0,0,0,0,0,0,0,2016-10-14,2017-11-09,197.59,316.03,37.5
5005121,SanDisk MicroSDXD Ultr64GB C10,SDSQUNB-064G-GN,SDSQUNB-064G-GN3MA,59.99,0,0,0,0,0,0,0,0,0,2017-11-29,2018-01-09,35.14,56.59,37.9
5005124,EVGA 700 Bronze PSU,100-B1-0700-K1,100-B1-0700-K1,199.99,0,0,0,0,0,0,0,0,0,2016-10-14,2017-02-15,116.45,188.67,38.3
5005125,Jam Bluetooth Spreaker Blue,HX-P230BLG,HX-P230BLG,49.99,0,0,0,0,0,0,0,-9,0,2016-10-14,2019-08-13,32.44,47.16,31.2
5005126,Jam Replay Blth Spreaker,HX-P250BK,HX-P250BK,49.99,0,0,0,0,0,0,0,-3,0,2016-10-14,2018-12-12,32.46,47.16,31.2
5005127,Belkin Power Pack 6600mAh,F8M989BTC00,F8M989BTC00,50,0,0,0,0,0,0,0,-1,0,2016-10-14,2022-06-29,61.39,47.17,-30.1
5005128,Logitech C270 HD Webcam,960-000694,960-000694,59.99,22,15,7,0,0,0,0,0,0,2026-02-23,2026-04-20,28.92,56.59,48.9
5005129,JBL Flip3 portable BT Speaker,JBLFLIP3YEL,JBLFLIP3YEL,199.99,0,0,0,0,0,0,0,-1,0,2017-03-08,2017-07-08,134.47,188.67,28.7
5005130,Marley Smile Jamaica Earphones,EM-JE041-CPB,EM-JE041-CP,49.99,0,0,0,0,0,0,0,-1,0,2019-12-24,2020-10-15,29.2,47.16,38.1
5005131,Marley Smile In Ear Earphones,EM-JE041-RBA,EM-JE041-RBA,39.99,0,0,0,0,0,0,0,0,0,2016-10-14,2017-07-03,25.47,37.73,32.5
5005132,Marley Chant Mini BT Spk Black,EM-JA007-SB,EM-JA007-SB,99.99,0,0,0,0,0,0,0,-1,0,2019-12-24,2020-07-31,63.44,94.33,32.7
5005133,MarleyChant Mini Bluetth Spk,EM-JA007-BK,EM-JA007-BK,94.99,0,0,0,0,0,0,0,-2,0,2016-10-14,2017-02-13,60.04,89.61,33
5005134,Marley Chant Bluetooth Speaker,EM-JA008-NV,EM-JA008-NV,119.99,0,0,0,0,0,0,0,-1,0,2017-07-25,2017-12-27,72.38,113.2,36.1
5005135,Belkin Power Pack 6600mAh,F8M989BTGRY,F8M989BTGRY,119.99,0,0,0,0,0,0,0,0,0,2016-10-14,2019-01-16,67.83,113.2,40.1
5005136,Belkin Power Pack 6600mAh,F8M989BTSLV,F8M989BTSLV,50,0,0,0,0,0,0,0,0,0,2016-10-14,2022-06-29,67.83,47.17,-43.8
5005137,Sandisk Micro SDXD 128GB C10,SDSQUNC-128G-GN,SDSQUNC-128G-GN6MA,89.99,0,0,0,0,0,0,0,0,0,2016-10-14,2016-12-17,71.04,84.9,16.3
5005138,Sandisk Micro SD Card 32GB,SDSQUNB-032G-GN,SDSQUNB-032G-GN3MA,24.99,0,0,0,0,0,0,0,0,0,2017-04-20,2017-07-24,21.63,23.58,8.3
5005139,Logitech c170 webcam,960-000880,960-000880,39.99,0,0,0,0,0,0,0,0,0,2018-03-05,2020-03-17,25.27,37.73,33
5005140,"Seagate ST500LM021 500GB 2.5""",ST500LM021,ST500LM021,119.99,0,0,0,0,0,0,0,-2,0,2016-10-14,2017-03-17,71.42,113.2,36.9
5005141,Argom Micro HDMI to HDMI Adapt,ARG-CB-0054,ARG-CB-0054,19.99,0,0,0,0,0,0,0,-2,-1,2023-10-19,2025-04-04,3.48,18.86,81.5
5005142,Argom Earbud Neckband White,ARG-HS-3800W,ARG-HS-3800W,39.99,0,0,0,0,0,0,0,0,0,2016-10-14,2018-06-18,23.52,37.73,37.7
5005143,"Argom TV 23""-42"" Swivel Arm",ARG-BR-1501,ARG-BR-1501,79.99,0,0,0,0,0,0,0,0,0,2023-03-01,2024-09-13,14.72,75.46,80.5
5005144,Argom Earbud Neckband Black,ARG-HS-3800B,ARG-HS-3800B,39.99,0,0,0,0,0,0,0,0,0,2016-10-14,2017-05-20,23.52,37.73,37.7
5005145,"Argom LCD Bracket 32""-55"" Fix",ARG-BR-1344,ARG-BR-1344,29.99,0,0,0,0,0,0,0,0,0,2023-03-01,2026-04-18,10.85,28.29,61.6
5005146,XTECH Webcam XTW100,XTW-100,XTW-100,19.99,0,0,0,0,0,0,0,0,0,2017-07-25,2019-04-16,6.93,18.86,63.3
5005147,Nexxt Boot For RJ45 BL 1's,AW103NXT02,AW103NXT02,0.21,0,0,0,0,0,0,0,0,0,2019-02-21,2023-09-23,0.13,0.2,33.4
5005148,Mushkin SSD 240GB Triactor,MKNSSDTR240GB,MKNSSDTR240GB,199.99,0,0,0,0,0,0,0,-1,0,2017-01-20,2018-09-08,125.39,188.67,33.5
5005151,Samsung Galaxy Tab A 7 8GB WF,SM-T280NZWAXAR,SM-T280NZWAXAR,299.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-06-26,212.41,283.01,24.9
5005152,Samsung Galaxy Tab A 7 8GB WF,SM-T280NZKAXAR,SM-T280NZKAXAR,349.99,0,0,0,0,0,0,0,0,0,,,239.34,330.18,27.5
5005154,Mushkin SSD 480GB Triactor,MKNSSDTR480GB,MKNSSDTR480GB,349.99,0,0,0,0,0,0,0,-2,0,2017-01-20,2017-09-28,225.7,330.18,31.6
5005155,LG Ultra Slim DVD Writer,GP65NB60,GP65NB60,69.99,0,0,0,0,0,0,0,-1,0,2017-06-27,2019-03-27,35.33,66.03,46.5
5005156,LG DVD Writer GH24NSC0,GH24NSC0,GH24NSC0,39.99,0,0,0,0,0,0,0,0,0,2016-10-14,2020-03-09,20.79,37.73,44.9
5005158,LiteOn DVDRW External Black,eBAU108-11,eBAU108-11,69.99,0,0,0,0,0,0,0,0,0,2021-02-24,2021-07-14,38.44,66.03,41.8
5005159,EVGA GeForce GTX 950 SC,02G-P4-0958-KR,02G-P4-0958-KR,454.99,0,0,0,0,0,0,0,0,0,2016-10-14,2017-03-01,242.76,429.24,43.4
5005160,EVGA 750 Bronze PSU,110-B1-0750-VR,110-B1-0750-VR,249.99,0,0,0,0,0,0,0,0,0,2017-04-20,2018-07-24,144.55,235.84,38.7
5005161,Canon 240 Black Ink,PG-240,PG-240,54.99,0,0,0,0,0,0,0,0,0,2021-02-24,2021-08-28,36.17,51.88,30.3
5005163,"HP ProBook 450 G4 15.6"" Ci7",Z2A93UT#ABA,Z2A93UT#ABA,2119.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-01-02,1265.16,1999.99,36.7
5005166,HP 904 Black,T6M00AL,T6M00AL,49.99,0,0,0,0,0,0,0,-1,0,2023-04-01,2023-10-06,34.05,47.16,27.8
5005167,HP 904XL Cyan,T6M04AL,T6M04AL,94.99,8,4,4,0,0,0,0,-1,-1,2026-01-16,2026-04-22,64.23,89.61,28.3
5005168,HP 904XL Magenta,T6M08AL,T6M08AL,94.99,19,7,11,0,0,1,0,0,-2,2026-02-26,2026-04-22,63.72,89.61,28.9
5005169,HP 904XL Yellow,T6M12AL,T6M12AL,94.99,17,8,9,0,0,0,0,0,0,2026-02-26,2026-04-22,63.72,89.61,28.9
5005170,HP 904XL Black,T6M16AL,T6M16AL,159.99,16,4,12,0,0,0,0,-5,-1,2026-02-26,2026-04-22,108.35,150.93,28.2
5005171,Logitech C930e webcam,960-000971,960-000971,379.99,2,0,2,0,0,0,0,0,0,2025-08-01,2026-02-04,247.7,358.48,30.9
5005172,Canon 241 Color Ink,CL-241,CL-241,69.99,0,0,0,0,0,0,0,-1,0,2020-09-29,2021-05-06,47.29,66.03,28.4
5005174,ASUS H110M-R Socket 1151 MB,H110M-R,H110M-R,159,0,0,0,0,0,0,0,-1,0,2016-10-14,2022-07-28,90.33,150,39.8
5005175,CellBee Holster Case Combo iP7,CellBeeHCiP7,CellBeeHCiP7,34.99,0,0,0,0,0,0,0,0,0,2016-10-20,2016-10-26,21.58,33.01,34.6
5005176,TP-Link 8-Port PoE Gigabit Swi,TL-SG1008PE,1760500015,549.99,0,0,0,0,0,0,0,0,0,2016-10-14,2021-05-17,331.5,518.86,36.1
5005178,HP Mini 10 30W Adapter,534554-002,535630-001 PPP018H,89.99,0,0,0,0,0,0,0,0,0,2016-10-14,2020-11-30,59.16,84.9,30.3
5005179,HP PageWide Pro 477dw MFP,D3Q20C#AKY,D3Q20C#AKY,1299.99,0,0,0,0,0,0,0,0,0,2020-04-02,2021-02-25,907.59,1226.41,26
5005182,Lenovo H30-05 (SFF) AMD E1,90BJ008AUS,90BJ008AUS,699.99,0,0,0,0,0,0,0,-2,0,2017-04-04,2020-01-28,421.79,660.37,36.1
5005184,HP Pavilion Desktop-510 Ci5,V8N85AA#ABA,V8N85AA#ABA,1400,0,0,0,0,0,0,0,-1,0,2016-11-15,2017-04-29,875.73,1320.75,33.7
5005185,Seagate Expansion 4TB,STEA4000400,STEA4000400,299.99,0,0,0,0,0,0,0,0,0,2019-04-09,2018-09-15,172.04,283.01,39.2
5005186,Sienoc 2.5 to 3.5 SSD Bay,X000JHZIGL,X000JHZIGL,24.99,0,0,0,0,0,0,0,0,0,2017-06-05,2018-04-07,10.34,23.58,56.1
5005187,Anker Micro USB 3Ft,A8132,A8132,19.99,0,0,0,0,0,0,0,0,0,2017-01-20,2017-03-14,11.38,18.86,39.7
5005188,Anker Powerline Micro USB 6Ft,A8133,A8133,24.99,0,0,0,0,0,0,0,0,0,2019-01-23,2020-03-16,13.21,23.58,44
5005189,Creative Sound Blaster Audigy,SB1570,SB1570,99.99,0,0,0,0,0,0,0,0,0,2016-11-04,2017-06-16,64.93,94.33,31.2
5005190,Dell H240AS-00 PSU,H240AS-00,03WN11,199.99,0,0,0,0,0,0,0,0,0,2016-10-26,2017-08-21,118,188.67,37.5
5005191,HP Micro Server G8,783958-S01,783958-S01,2499.99,0,0,0,0,0,0,0,0,0,2016-05-13,2017-09-01,1435.41,2358.48,39.1
5005194,Sony Portable Speaker SRS X2,SRS-X2/WH,SRS-X2/WH,219.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-08-26,118.32,207.54,43
5005195,Sony Wireless Sans Fil BT Head,MDRZX770BTBM,MDRZX770BTBM,249.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-03-12,143.92,235.84,39
5005196,EDM Universe In Ear Headphones,D1P-GN,D1P-GN,34.99,0,0,0,0,0,0,0,-1,0,2016-11-15,2019-08-06,20.59,33.01,37.6
5005197,EDM Universe In Ear Headphones,D1P-WT,D1P-WT,34.99,0,0,0,0,0,0,0,-2,0,2016-11-15,2018-07-07,20.59,33.01,37.6
5005198,EDM Universe In Ear Headphones,D1P-PP,D1P-PP,34.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-09-30,20.59,33.01,37.6
5005199,EDM Universe In Ear Headphones,D1P-PK,D1P-PK,34.99,0,0,0,0,0,0,0,-1,0,2016-11-15,2018-04-13,20.59,33.01,37.6
5005200,Sony Headphone ZX300AP,MDRZX300APLQ,MDRZX300APLQ,79.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-11-10,45.3,75.46,40
5005201,VTECH Cordless Telephone,CS6114-11,CS6114-11,52.99,0,0,0,0,0,0,0,-1,0,2018-06-26,2019-11-28,29.56,49.99,40.9
5005202,Coby Portable BT Speaker BK,CSBT-313-BLK,CSBT-313-BLK,34.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-06-06,18.63,33.01,43.6
5005203,Coby Bass Boost Headset Blue,CVH-802-BLU,CVH-802-BLU,19.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-09-11,10.19,18.86,46
5005204,Coby Bass Boost Headset Black,CVH-802-BLK,CVH-802-BLK,19.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-07-12,10.19,18.86,46
5005205,Coby Bass Boost Headset Gray,CVH-802-GRY,CVH-802-GRY,19.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-03-04,10.19,18.86,46
5005206,Coby Bass Boost Headset Red,CVH-802-RED,CVH-802-RED,19.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-09-16,10.19,18.86,46
5005207,Coby Bass Boost Headset Purple,CVH-802-PRP,CVH-802-PRP,19.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-08-03,10.19,18.86,46
5005208,Coby Bass Boost Headset White,CVH-802-WHT,CVH-802-WHT,19.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-10-30,10.19,18.86,46
5005209,Coby Wireless Earbuds Blue,CEBT-400-BLU,CEBT-400-BLU,49.99,0,0,0,0,0,0,0,-2,0,2016-11-15,2018-03-22,24.46,47.16,48.1
5005210,Coby Wireless Earbuds Green,CEBT-400-GRN,CEBT-400-GRN,49.99,0,0,0,0,0,0,0,-1,0,2016-11-15,2017-12-23,24.46,47.16,48.1
5005211,Coby Wireless Earbuds Pink,CEBT-400-PNK,CEBT-400-PNK,49.99,0,0,0,0,0,0,0,-1,0,2016-11-15,2018-03-08,24.46,47.16,48.1
5005212,Coby Wireless Earbuds Red,CEBT-400-RED,CEBT-400-RED,49.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-03-28,24.46,47.16,48.1
5005213,Coby Wireless Earbuds White,CEBT-400-WHT,CEBT-400-WHT,49.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-12-21,24.46,47.16,48.1
5005214,Coby Rhythm In Ear Buds BK,CVE-125-BLK,CVE-125-BLK,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-02-07,6.07,14.14,57.1
5005215,Coby Rhythm In Ear Buds NVY,CVE-125-NVY,CVE-125-NVY,14.99,0,0,0,0,0,0,0,-1,0,2016-11-15,2017-05-11,6.07,14.14,57.1
5005216,Coby Rhythm In Ear Buds RED,CVE-125-RED,CVE-125-RED,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-06-02,6.07,14.14,57.1
5005217,Coby Rhythm In Ear Buds Pink,CVE-125-PNK,CVE-125-PNK,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-05-20,6.07,14.14,57.1
5005218,Coby Rhythm In Ear Buds Silver,CVE-125-SLV,CVE-125-SLV,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-03-28,6.07,14.14,57.1
5005219,Coby Roar Earbuds Orange,CVE-122-ORG,CVE-122-ORG,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-04-16,6.07,14.14,57.1
5005220,Coby Roar Earbuds Pink,CVE-122-PNK,CVE-122-PNK,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-08-11,6.07,14.14,57.1
5005221,Coby Roar Earbuds Purple,CVE-122-PRP,CVE-122-PRP,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-09-26,6.07,14.14,57.1
5005222,Coby Roar Earbuds Yellow,CVE-122-YLW,CVE-122-YLW,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-05-11,6.07,14.14,57.1
5005223,Coby Jammerz Xtra Black,CVH-800-BLK,CVH-800-BLK,24.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-06-19,14.31,23.58,39.3
5005224,Coby Jammerz Xtra Blue,CVH-800-BLU,CVH-800-BLU,24.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-03-11,14.31,23.58,39.3
5005225,Coby Jammerz Xtra Pink,CVH-800-PNK,CVH-800-PNK,24.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-09-06,14.31,23.58,39.3
5005226,Coby Jammerz Xtra Red,CVH-800-RED,CVH-800-RED,24.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-08-28,14.31,23.58,39.3
5005227,Coby Jammerz Xtra White,CVH-800-WHT,CVH-800-WHT,24.99,0,0,0,0,0,0,0,-2,0,2016-11-15,2017-08-28,14.31,23.58,39.3
5005228,Coby Wireless Pivot Headphones,CHBT-700-BLK,CHBT-700-BLK,49.99,0,0,0,0,0,0,0,-1,0,2016-11-15,2016-12-30,28.82,47.16,38.9
5005229,Coby Wireless Pivot Headphones,CHBT-700-WHT,CHBT-700-WHT,49.99,0,0,0,0,0,0,0,-1,0,2016-11-15,2016-12-30,28.82,47.16,38.9
5005230,Coby Portable BT Speaker Blue,CSBT-313-BLU,CSBT-313-BLU,34.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-11-27,18.63,33.01,43.6
5005231,Coby Portable BT Speaker Pink,CSBT-313-PNK,CSBT-313-PNK,34.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-10-11,18.63,33.01,43.6
5005232,Coby Portable BT Speaker White,CSBT-313-WHT,CSBT-313-WHT,34.99,0,0,0,0,0,0,0,-1,0,2016-11-15,2018-03-31,18.63,33.01,43.6
5005235,Genius Mic,MIC-05A,MIC-05A,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-02-23,3.52,14.14,75.1
5005236,Genius Webcam 320,32200012100,32200012100,29.99,0,0,0,0,0,0,0,0,0,2016-11-15,2020-03-18,14.09,28.29,50.2
5005237,Genius Webcam 321,32200015100,32200015100,32.99,0,0,0,0,0,0,0,0,0,2016-11-15,2020-02-03,14.68,31.12,52.8
5005238,Genius Cam Mouse,31010169101,31010169101,44.99,0,0,0,0,0,0,0,0,0,2016-11-15,2020-09-09,24.07,42.44,43.3
5005239,Genius Micro Traveler Mouse,31010100104,31010100104,5,0,0,0,0,0,0,0,-7,0,2016-11-15,2022-01-05,8.42,4.72,-78.4
5005240,Genius Micro Traveler Mouse,31010100102,31010100102,5,0,0,0,0,0,0,0,-5,0,2016-11-15,2021-10-30,8.42,4.72,-78.4
5005241,Genius Micro Traveler 9000R PK,31030132100,31030132100,39.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-03-27,21.52,37.73,43
5005242,Genius Micro Traveler 9000R BL,31030132101,31030132101,39.99,0,0,0,0,0,0,0,0,0,2016-11-15,2017-11-27,21.52,37.73,43
5005243,Genius Micro Traveler 9000R GR,31030132102,31030132102,39.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-02-24,21.52,37.73,43
5005244,Genius Speaker U115 Red,SP-U115,SP-U115,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-05-29,9.2,14.14,34.9
5005245,Genius Speaker U115 Blue,SP-U115,31731006102,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-03-15,9.2,14.14,34.9
5005246,Genius Speaker U115 Green,SP-U115,31731006103,14.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-05-30,9.2,14.14,34.9
5005247,Genius Micro Traveler 900S PK,31030042111,31030042111,29.99,0,0,0,0,0,0,0,0,0,2016-11-15,2018-11-02,16.43,28.29,41.9
5005248,Logitech Wrls MouseM317C melon,910-004695,910-004695,49.99,0,0,0,0,0,0,0,0,0,2017-02-02,2017-10-04,32.24,47.16,31.6
5005249,Dak.Com External Memory Card,Flash Drive 101,Flash Drive 101,24.99,0,0,0,0,0,0,0,-3,0,2016-11-15,2021-10-30,37.27,23.58,-58.1
5005250,iHome MicroGo BT Speaker BK,iBT55BGXC,iBT55BGXC,29.99,0,0,0,0,0,0,0,-5,0,2017-02-15,2018-10-25,18.87,28.29,33.3
5005251,iHome MicroGo BT Speaker PL,iBT55UGXC,iBT55UGXC,29.99,0,0,0,0,0,0,0,-1,0,2017-02-15,2019-03-11,18.87,28.29,33.3
